"raw_gene_id","gene_type","official_symbol","description","human_ortho","mouse_ortho","zebrafish_ortho","display_symbol"
"fosl1a","Annotated_Symbol","fosl1a","fosl1a","FOSL1A","Fosl1a","fosl1a","fosl1a"
"fosl2","Annotated_Symbol","fosl2","fosl2","FOSL2","Fosl2","fosl2","fosl2"
"foxa1","Annotated_Symbol","foxa1","foxa1","FOXA1","Foxa1","foxa1","foxa1"
"foxc1","Annotated_Symbol","foxc1","foxc1","FOXC1","Foxc1","foxc1","foxc1"
"foxd1","Annotated_Symbol","foxd1","foxd1","FOXD1","Foxd1","foxd1","foxd1"
"foxd3","Annotated_Symbol","foxd3","foxd3","FOXD3","Foxd3","foxd3","foxd3"
"foxd5","Annotated_Symbol","foxd5","foxd5","FOXD5","Foxd5","foxd5","foxd5"
"foxg1a","Annotated_Symbol","foxg1a","foxg1a","FOXG1A","Foxg1a","foxg1a","foxg1a"
"foxi2","Annotated_Symbol","foxi2","foxi2","FOXI2","Foxi2","foxi2","foxi2"
"foxi3a","Annotated_Symbol","foxi3a","foxi3a","FOXI3A","Foxi3a","foxi3a","foxi3a"
"foxj1a","Annotated_Symbol","foxj1a","foxj1a","FOXJ1A","Foxj1a","foxj1a","foxj1a"
"foxj1b","Annotated_Symbol","foxj1b","foxj1b","FOXJ1B","Foxj1b","foxj1b","foxj1b"
"foxl1","Annotated_Symbol","foxl1","foxl1","FOXL1","Foxl1","foxl1","foxl1"
"foxl2l","Annotated_Symbol","foxl2l","foxl2l","FOXL2L","Foxl2l","foxl2l","foxl2l"
"foxl3","Annotated_Symbol","foxl3","foxl3","FOXL3","Foxl3","foxl3","foxl3"
"foxn2a","Annotated_Symbol","foxn2a","foxn2a","FOXN2A","Foxn2a","foxn2a","foxn2a"
"foxn3","Annotated_Symbol","foxn3","foxn3","FOXN3","Foxn3","foxn3","foxn3"
"foxn4","Annotated_Symbol","foxn4","foxn4","FOXN4","Foxn4","foxn4","foxn4"
"foxo1a","Annotated_Symbol","foxo1a","foxo1a","FOXO1A","Foxo1a","foxo1a","foxo1a"
"foxo3b","Annotated_Symbol","foxo3b","foxo3b","FOXO3B","Foxo3b","foxo3b","foxo3b"
"foxo4","Annotated_Symbol","foxo4","foxo4","FOXO4","Foxo4","foxo4","foxo4"
"foxp3b","Annotated_Symbol","foxp3b","foxp3b","FOXP3B","Foxp3b","foxp3b","foxp3b"
"foxp4","Annotated_Symbol","foxp4","foxp4","FOXP4","Foxp4","foxp4","foxp4"
"foxr1","Annotated_Symbol","foxr1","foxr1","FOXR1","Foxr1","foxr1","foxr1"
"foxred1","Annotated_Symbol","foxred1","foxred1","FOXRED1","Foxred1","foxred1","foxred1"
"foxred2","Annotated_Symbol","foxred2","foxred2","FOXRED2","Foxred2","foxred2","foxred2"
"fpgt","Annotated_Symbol","fpgt","fpgt","FPGT","Fpgt","fpgt","fpgt"
"fpps","Annotated_Symbol","fpps","fpps","FPPS","Fpps","fpps","fpps"
"fpr1","Annotated_Symbol","fpr1","fpr1","FPR1","Fpr1","fpr1","fpr1"
"fra10ac1","Annotated_Symbol","fra10ac1","fra10ac1","FRA10AC1","Fra10ac1","fra10ac1","fra10ac1"
"frem1a","Annotated_Symbol","frem1a","frem1a","FREM1A","Frem1a","frem1a","frem1a"
"frem2a","Annotated_Symbol","frem2a","frem2a","FREM2A","Frem2a","frem2a","frem2a"
"frg1","Annotated_Symbol","frg1","frg1","FRG1","Frg1","frg1","frg1"
"frmd3","Annotated_Symbol","frmd3","frmd3","FRMD3","Frmd3","frmd3","frmd3"
"frmd8","Annotated_Symbol","frmd8","frmd8","FRMD8","Frmd8","frmd8","frmd8"
"frmpd3","Annotated_Symbol","frmpd3","frmpd3","FRMPD3","Frmpd3","frmpd3","frmpd3"
"frrs1a","Annotated_Symbol","frrs1a","frrs1a","FRRS1A","Frrs1a","frrs1a","frrs1a"
"frrs1b","Annotated_Symbol","frrs1b","frrs1b","FRRS1B","Frrs1b","frrs1b","frrs1b"
"frs3","Annotated_Symbol","frs3","frs3","FRS3","Frs3","frs3","frs3"
"fryl","Annotated_Symbol","fryl","fryl","FRYL","Fryl","fryl","fryl"
"fshb","Annotated_Symbol","fshb","fshb","FSHB","Fshb","fshb","fshb"
"fshr","Annotated_Symbol","fshr","fshr","FSHR","Fshr","fshr","fshr"
"fsip1","Annotated_Symbol","fsip1","fsip1","FSIP1","Fsip1","fsip1","fsip1"
"fstl3","Annotated_Symbol","fstl3","fstl3","FSTL3","Fstl3","fstl3","fstl3"
"ftcd","Annotated_Symbol","ftcd","ftcd","FTCD","Ftcd","ftcd","ftcd"
"ftcdnl1","Annotated_Symbol","ftcdnl1","ftcdnl1","FTCDNL1","Ftcdnl1","ftcdnl1","ftcdnl1"
"fth1b","Annotated_Symbol","fth1b","fth1b","FTH1B","Fth1b","fth1b","fth1b"
"ftr14l","Annotated_Symbol","ftr14l","ftr14l","FTR14L","Ftr14l","ftr14l","ftr14l"
"ftr66","Annotated_Symbol","ftr66","ftr66","FTR66","Ftr66","ftr66","ftr66"
"ftr82","Annotated_Symbol","ftr82","ftr82","FTR82","Ftr82","ftr82","ftr82"
"ftr83","Annotated_Symbol","ftr83","ftr83","FTR83","Ftr83","ftr83","ftr83"
"ftr86","Annotated_Symbol","ftr86","ftr86","FTR86","Ftr86","ftr86","ftr86"
"ftsj3","Annotated_Symbol","ftsj3","ftsj3","FTSJ3","Ftsj3","ftsj3","ftsj3"
"fubp1","Annotated_Symbol","fubp1","fubp1","FUBP1","Fubp1","fubp1","fubp1"
"fubp3","Annotated_Symbol","fubp3","fubp3","FUBP3","Fubp3","fubp3","fubp3"
"fuca2","Annotated_Symbol","fuca2","fuca2","FUCA2","Fuca2","fuca2","fuca2"
"fundc1","Annotated_Symbol","fundc1","fundc1","FUNDC1","Fundc1","fundc1","fundc1"
"fuom","Annotated_Symbol","fuom","fuom","FUOM","Fuom","fuom","fuom"
"furinb","Annotated_Symbol","furinb","furinb","FURINB","Furinb","furinb","furinb"
"fusip","Annotated_Symbol","fusip","fusip","FUSIP","Fusip","fusip","fusip"
"fut10","Annotated_Symbol","fut10","fut10","FUT10","Fut10","fut10","fut10"
"fut11","Annotated_Symbol","fut11","fut11","FUT11","Fut11","fut11","fut11"
"fut7","Annotated_Symbol","fut7","fut7","FUT7","Fut7","fut7","fut7"
"fut8a","Annotated_Symbol","fut8a","fut8a","FUT8A","Fut8a","fut8a","fut8a"
"fut9a","Annotated_Symbol","fut9a","fut9a","FUT9A","Fut9a","fut9a","fut9a"
"fuz","Annotated_Symbol","fuz","fuz","FUZ","Fuz","fuz","fuz"
"fxn","Annotated_Symbol","fxn","fxn","FXN","Fxn","fxn","fxn"
"fxr1","Annotated_Symbol","fxr1","fxr1","FXR1","Fxr1","fxr1","fxr1"
"fxr2","Annotated_Symbol","fxr2","fxr2","FXR2","Fxr2","fxr2","fxr2"
"fxyd11a","Annotated_Symbol","fxyd11a","fxyd11a","FXYD11A","Fxyd11a","fxyd11a","fxyd11a"
"fxyd11b","Annotated_Symbol","fxyd11b","fxyd11b","FXYD11B","Fxyd11b","fxyd11b","fxyd11b"
"fxyd12a","Annotated_Symbol","fxyd12a","fxyd12a","FXYD12A","Fxyd12a","fxyd12a","fxyd12a"
"fxyd5a","Annotated_Symbol","fxyd5a","fxyd5a","FXYD5A","Fxyd5a","fxyd5a","fxyd5a"
"fxyd5b","Annotated_Symbol","fxyd5b","fxyd5b","FXYD5B","Fxyd5b","fxyd5b","fxyd5b"
"fxyd6","Annotated_Symbol","fxyd6","fxyd6","FXYD6","Fxyd6","fxyd6","fxyd6"
"fxyd6l","Annotated_Symbol","fxyd6l","fxyd6l","FXYD6L","Fxyd6l","fxyd6l","fxyd6l"
"fxyd7","Annotated_Symbol","fxyd7","fxyd7","FXYD7","Fxyd7","fxyd7","fxyd7"
"fxyd9a","Annotated_Symbol","fxyd9a","fxyd9a","FXYD9A","Fxyd9a","fxyd9a","fxyd9a"
"fxyd9b","Annotated_Symbol","fxyd9b","fxyd9b","FXYD9B","Fxyd9b","fxyd9b","fxyd9b"
"fyb","Annotated_Symbol","fyb","fyb","FYB","Fyb","fyb","fyb"
"fynb","Annotated_Symbol","fynb","fynb","FYNB","Fynb","fynb","fynb"
"fytd1","Annotated_Symbol","fytd1","fytd1","FYTD1","Fytd1","fytd1","fytd1"
"fzd3a","Annotated_Symbol","fzd3a","fzd3a","FZD3A","Fzd3a","fzd3a","fzd3a"
"fzd8a","Annotated_Symbol","fzd8a","fzd8a","FZD8A","Fzd8a","fzd8a","fzd8a"
"fzr1b","Annotated_Symbol","fzr1b","fzr1b","FZR1B","Fzr1b","fzr1b","fzr1b"
"g12","Annotated_Symbol","g12","g12","G12","G12","g12","g12"
"g2e3","Annotated_Symbol","g2e3","g2e3","G2E3","G2e3","g2e3","g2e3"
"g3bp1","Annotated_Symbol","g3bp1","g3bp1","G3BP1","G3bp1","g3bp1","g3bp1"
"g45ip","Annotated_Symbol","g45ip","g45ip","G45IP","G45ip","g45ip","g45ip"
"g6pc1a.1","Annotated_Symbol","g6pc1a.1","g6pc1a.1","G6PC1A.1","G6pc1a.1","g6pc1a.1","g6pc1a.1"
"g6pc3","Annotated_Symbol","g6pc3","g6pc3","G6PC3","G6pc3","g6pc3","g6pc3"
"g6pd","Annotated_Symbol","g6pd","g6pd","G6PD","G6pd","g6pd","g6pd"
"ga45g","Annotated_Symbol","ga45g","ga45g","GA45G","Ga45g","ga45g","ga45g"
"gaa","Annotated_Symbol","gaa","gaa","GAA","Gaa","gaa","gaa"
"gab1","Annotated_Symbol","gab1","gab1","GAB1","Gab1","gab1","gab1"
"gab2","Annotated_Symbol","gab2","gab2","GAB2","Gab2","gab2","gab2"
"gabarapa","Annotated_Symbol","gabarapa","gabarapa","GABARAPA","Gabarapa","gabarapa","gabarapa"
"gabarapl2","Annotated_Symbol","gabarapl2","gabarapl2","GABARAPL2","Gabarapl2","gabarapl2","gabarapl2"
"gabbr1b","Annotated_Symbol","gabbr1b","gabbr1b","GABBR1B","Gabbr1b","gabbr1b","gabbr1b"
"gabbr2","Annotated_Symbol","gabbr2","gabbr2","GABBR2","Gabbr2","gabbr2","gabbr2"
"gabpb2a","Annotated_Symbol","gabpb2a","gabpb2a","GABPB2A","Gabpb2a","gabpb2a","gabpb2a"
"gabra1","Annotated_Symbol","gabra1","gabra1","GABRA1","Gabra1","gabra1","gabra1"
"gabra4","Annotated_Symbol","gabra4","gabra4","GABRA4","Gabra4","gabra4","gabra4"
"gabra6a","Annotated_Symbol","gabra6a","gabra6a","GABRA6A","Gabra6a","gabra6a","gabra6a"
"gabrb1","Annotated_Symbol","gabrb1","gabrb1","GABRB1","Gabrb1","gabrb1","gabrb1"
"gabrb2a","Annotated_Symbol","gabrb2a","gabrb2a","GABRB2A","Gabrb2a","gabrb2a","gabrb2a"
"gabrb3","Annotated_Symbol","gabrb3","gabrb3","GABRB3","Gabrb3","gabrb3","gabrb3"
"gabrg2","Annotated_Symbol","gabrg2","gabrg2","GABRG2","Gabrg2","gabrg2","gabrg2"
"gad1a","Annotated_Symbol","gad1a","gad1a","GAD1A","Gad1a","gad1a","gad1a"
"gad2","Annotated_Symbol","gad2","gad2","GAD2","Gad2","gad2","gad2"
"gadd45ga","Annotated_Symbol","gadd45ga","gadd45ga","GADD45GA","Gadd45ga","gadd45ga","gadd45ga"
"gadd45gb.1","Annotated_Symbol","gadd45gb.1","gadd45gb.1","GADD45GB.1","Gadd45gb.1","gadd45gb.1","gadd45gb.1"
"gadl1","Annotated_Symbol","gadl1","gadl1","GADL1","Gadl1","gadl1","gadl1"
"gak","Annotated_Symbol","gak","gak","GAK","Gak","gak","gak"
"gal3st1a","Annotated_Symbol","gal3st1a","gal3st1a","GAL3ST1A","Gal3st1a","gal3st1a","gal3st1a"
"gal3st3","Annotated_Symbol","gal3st3","gal3st3","GAL3ST3","Gal3st3","gal3st3","gal3st3"
"gal3st4","Annotated_Symbol","gal3st4","gal3st4","GAL3ST4","Gal3st4","gal3st4","gal3st4"
"galcb","Annotated_Symbol","galcb","galcb","GALCB","Galcb","galcb","galcb"
"galk1","Annotated_Symbol","galk1","galk1","GALK1","Galk1","galk1","galk1"
"galk2","Annotated_Symbol","galk2","galk2","GALK2","Galk2","galk2","galk2"
"galm","Annotated_Symbol","galm","galm","GALM","Galm","galm","galm"
"galns","Annotated_Symbol","galns","galns","GALNS","Galns","galns","galns"
"galnt14","Annotated_Symbol","galnt14","galnt14","GALNT14","Galnt14","galnt14","galnt14"
"galnt17","Annotated_Symbol","galnt17","galnt17","GALNT17","Galnt17","galnt17","galnt17"
"galnt2","Annotated_Symbol","galnt2","galnt2","GALNT2","Galnt2","galnt2","galnt2"
"galnt3","Annotated_Symbol","galnt3","galnt3","GALNT3","Galnt3","galnt3","galnt3"
"galnt6","Annotated_Symbol","galnt6","galnt6","GALNT6","Galnt6","galnt6","galnt6"
"galr1b","Annotated_Symbol","galr1b","galr1b","GALR1B","Galr1b","galr1b","galr1b"
"galt","Annotated_Symbol","galt","galt","GALT","Galt","galt","galt"
"galt2","Annotated_Symbol","galt2","galt2","GALT2","Galt2","galt2","galt2"
"gamt","Annotated_Symbol","gamt","gamt","GAMT","Gamt","gamt","gamt"
"ganaba","Annotated_Symbol","ganaba","ganaba","GANABA","Ganaba","ganaba","ganaba"
"ganabb","Annotated_Symbol","ganabb","ganabb","GANABB","Ganabb","ganabb","ganabb"
"gapdh","Annotated_Symbol","gapdh","gapdh","GAPDH","Gapdh","gapdh","gapdh"
"gapdhs","Annotated_Symbol","gapdhs","gapdhs","GAPDHS","Gapdhs","gapdhs","gapdhs"
"gar1","Annotated_Symbol","gar1","gar1","GAR1","Gar1","gar1","gar1"
"garem","Annotated_Symbol","garem","garem","GAREM","Garem","garem","garem"
"gareml","Annotated_Symbol","gareml","gareml","GAREML","Gareml","gareml","gareml"
"garnl3","Annotated_Symbol","garnl3","garnl3","GARNL3","Garnl3","garnl3","garnl3"
"gars1","Annotated_Symbol","gars1","gars1","GARS1","Gars1","gars1","gars1"
"gart","Annotated_Symbol","gart","gart","GART","Gart","gart","gart"
"gas1a","Annotated_Symbol","gas1a","gas1a","GAS1A","Gas1a","gas1a","gas1a"
"gas2l1","Annotated_Symbol","gas2l1","gas2l1","GAS2L1","Gas2l1","gas2l1","gas2l1"
"gas7b","Annotated_Symbol","gas7b","gas7b","GAS7B","Gas7b","gas7b","gas7b"
"gask1b","Annotated_Symbol","gask1b","gask1b","GASK1B","Gask1b","gask1b","gask1b"
"gata1","Annotated_Symbol","gata1","gata1","GATA1","Gata1","gata1","gata1"
"gata3","Annotated_Symbol","gata3","gata3","GATA3","Gata3","gata3","gata3"
"gata4","Annotated_Symbol","gata4","gata4","GATA4","Gata4","gata4","gata4"
"gata5","Annotated_Symbol","gata5","gata5","GATA5","Gata5","gata5","gata5"
"gatc","Annotated_Symbol","gatc","gatc","GATC","Gatc","gatc","gatc"
"gatd1","Annotated_Symbol","gatd1","gatd1","GATD1","Gatd1","gatd1","gatd1"
"gatd3","Annotated_Symbol","gatd3","gatd3","GATD3","Gatd3","gatd3","gatd3"
"gats","Annotated_Symbol","gats","gats","GATS","Gats","gats","gats"
"gba","Annotated_Symbol","gba","gba","GBA","Gba","gba","gba"
"gba2","Annotated_Symbol","gba2","gba2","GBA2","Gba2","gba2","gba2"
"gba3","Annotated_Symbol","gba3","gba3","GBA3","Gba3","gba3","gba3"
"gbe1a","Annotated_Symbol","gbe1a","gbe1a","GBE1A","Gbe1a","gbe1a","gbe1a"
"gbe1b","Annotated_Symbol","gbe1b","gbe1b","GBE1B","Gbe1b","gbe1b","gbe1b"
"gbg12","Annotated_Symbol","gbg12","gbg12","GBG12","Gbg12","gbg12","gbg12"
"gbg8","Annotated_Symbol","gbg8","gbg8","GBG8","Gbg8","gbg8","gbg8"
"gbgt1","Annotated_Symbol","gbgt1","gbgt1","GBGT1","Gbgt1","gbgt1","gbgt1"
"gbp","Annotated_Symbol","gbp","gbp","GBP","Gbp","gbp","gbp"
"gbp7","Annotated_Symbol","gbp7","gbp7","GBP7","Gbp7","gbp7","gbp7"
"gbrap","Annotated_Symbol","gbrap","gbrap","GBRAP","Gbrap","gbrap","gbrap"
"gbrd","Annotated_Symbol","gbrd","gbrd","GBRD","Gbrd","gbrd","gbrd"
"gc2","Annotated_Symbol","gc2","gc2","GC2","Gc2","gc2","gc2"
"gcat","Annotated_Symbol","gcat","gcat","GCAT","Gcat","gcat","gcat"
"gcfc2","Annotated_Symbol","gcfc2","gcfc2","GCFC2","Gcfc2","gcfc2","gcfc2"
"gcgb","Annotated_Symbol","gcgb","gcgb","GCGB","Gcgb","gcgb","gcgb"
"gch2","Annotated_Symbol","gch2","gch2","GCH2","Gch2","gch2","gch2"
"gchfr","Annotated_Symbol","gchfr","gchfr","GCHFR","Gchfr","gchfr","gchfr"
"gckr","Annotated_Symbol","gckr","gckr","GCKR","Gckr","gckr","gckr"
"gclc","Annotated_Symbol","gclc","gclc","GCLC","Gclc","gclc","gclc"
"gcm2","Annotated_Symbol","gcm2","gcm2","GCM2","Gcm2","gcm2","gcm2"
"gcnt3","Annotated_Symbol","gcnt3","gcnt3","GCNT3","Gcnt3","gcnt3","gcnt3"
"gcnt7","Annotated_Symbol","gcnt7","gcnt7","GCNT7","Gcnt7","gcnt7","gcnt7"
"gcp","Annotated_Symbol","gcp","gcp","GCP","Gcp","gcp","gcp"
"gcp2","Annotated_Symbol","gcp2","gcp2","GCP2","Gcp2","gcp2","gcp2"
"gcshb","Annotated_Symbol","gcshb","gcshb","GCSHB","Gcshb","gcshb","gcshb"
"gda","Annotated_Symbol","gda","gda","GDA","Gda","gda","gda"
"gdap1","Annotated_Symbol","gdap1","gdap1","GDAP1","Gdap1","gdap1","gdap1"
"gdap1l1","Annotated_Symbol","gdap1l1","gdap1l1","GDAP1L1","Gdap1l1","gdap1l1","gdap1l1"
"gdf-8","Annotated_Symbol","gdf-8","gdf-8","GDF-8","Gdf-8","gdf-8","gdf-8"
"gdf3","Annotated_Symbol","gdf3","gdf3","GDF3","Gdf3","gdf3","gdf3"
"gdf5","Annotated_Symbol","gdf5","gdf5","GDF5","Gdf5","gdf5","gdf5"
"gdf6b","Annotated_Symbol","gdf6b","gdf6b","GDF6B","Gdf6b","gdf6b","gdf6b"
"gdf9","Annotated_Symbol","gdf9","gdf9","GDF9","Gdf9","gdf9","gdf9"
"gdh2","Annotated_Symbol","gdh2","gdh2","GDH2","Gdh2","gdh2","gdh2"
"gdi2","Annotated_Symbol","gdi2","gdi2","GDI2","Gdi2","gdi2","gdi2"
"gdib","Annotated_Symbol","gdib","gdib","GDIB","Gdib","gdib","gdib"
"gdn","Annotated_Symbol","gdn","gdn","GDN","Gdn","gdn","gdn"
"gdnfb","Annotated_Symbol","gdnfb","gdnfb","GDNFB","Gdnfb","gdnfb","gdnfb"
"gdpd1","Annotated_Symbol","gdpd1","gdpd1","GDPD1","Gdpd1","gdpd1","gdpd1"
"gem","Annotated_Symbol","gem","gem","GEM","Gem","gem","gem"
"gemin2","Annotated_Symbol","gemin2","gemin2","GEMIN2","Gemin2","gemin2","gemin2"
"gemin5","Annotated_Symbol","gemin5","gemin5","GEMIN5","Gemin5","gemin5","gemin5"
"gemin6","Annotated_Symbol","gemin6","gemin6","GEMIN6","Gemin6","gemin6","gemin6"
"gemin7","Annotated_Symbol","gemin7","gemin7","GEMIN7","Gemin7","gemin7","gemin7"
"gemin8","Annotated_Symbol","gemin8","gemin8","GEMIN8","Gemin8","gemin8","gemin8"
"get1","Annotated_Symbol","get1","get1","GET1","Get1","get1","get1"
"get4","Annotated_Symbol","get4","get4","GET4","Get4","get4","get4"
"gfi1b","Annotated_Symbol","gfi1b","gfi1b","GFI1B","Gfi1b","gfi1b","gfi1b"
"gfm2","Annotated_Symbol","gfm2","gfm2","GFM2","Gfm2","gfm2","gfm2"
"gfod1","Annotated_Symbol","gfod1","gfod1","GFOD1","Gfod1","gfod1","gfod1"
"gfpt1","Annotated_Symbol","gfpt1","gfpt1","GFPT1","Gfpt1","gfpt1","gfpt1"
"gfra1a","Annotated_Symbol","gfra1a","gfra1a","GFRA1A","Gfra1a","gfra1a","gfra1a"
"gfra4a","Annotated_Symbol","gfra4a","gfra4a","GFRA4A","Gfra4a","gfra4a","gfra4a"
"gfra4b","Annotated_Symbol","gfra4b","gfra4b","GFRA4B","Gfra4b","gfra4b","gfra4b"
"gfral","Annotated_Symbol","gfral","gfral","GFRAL","Gfral","gfral","gfral"
"ggcta","Annotated_Symbol","ggcta","ggcta","GGCTA","Ggcta","ggcta","ggcta"
"ggctb","Annotated_Symbol","ggctb","ggctb","GGCTB","Ggctb","ggctb","ggctb"
"ggcx","Annotated_Symbol","ggcx","ggcx","GGCX","Ggcx","ggcx","ggcx"
"ggnb2","Annotated_Symbol","ggnb2","ggnb2","GGNB2","Ggnb2","ggnb2","ggnb2"
"ggnbp2","Annotated_Symbol","ggnbp2","ggnbp2","GGNBP2","Ggnbp2","ggnbp2","ggnbp2"
"ggps1","Annotated_Symbol","ggps1","ggps1","GGPS1","Ggps1","ggps1","ggps1"
"ggt1b","Annotated_Symbol","ggt1b","ggt1b","GGT1B","Ggt1b","ggt1b","ggt1b"
"ggt5","Annotated_Symbol","ggt5","ggt5","GGT5","Ggt5","ggt5","ggt5"
"ggt5a","Annotated_Symbol","ggt5a","ggt5a","GGT5A","Ggt5a","ggt5a","ggt5a"
"ghdc","Annotated_Symbol","ghdc","ghdc","GHDC","Ghdc","ghdc","ghdc"
"ghra","Annotated_Symbol","ghra","ghra","GHRA","Ghra","ghra","ghra"
"ghrb","Annotated_Symbol","ghrb","ghrb","GHRB","Ghrb","ghrb","ghrb"
"ghrh","Annotated_Symbol","ghrh","ghrh","GHRH","Ghrh","ghrh","ghrh"
"ghrhr2","Annotated_Symbol","ghrhr2","ghrhr2","GHRHR2","Ghrhr2","ghrhr2","ghrhr2"
"ghrl","Annotated_Symbol","ghrl","ghrl","GHRL","Ghrl","ghrl","ghrl"
"ghsr","Annotated_Symbol","ghsr","ghsr","GHSR","Ghsr","ghsr","ghsr"
"gigyf2","Annotated_Symbol","gigyf2","gigyf2","GIGYF2","Gigyf2","gigyf2","gigyf2"
"gins1","Annotated_Symbol","gins1","gins1","GINS1","Gins1","gins1","gins1"
"gins3","Annotated_Symbol","gins3","gins3","GINS3","Gins3","gins3","gins3"
"gins4","Annotated_Symbol","gins4","gins4","GINS4","Gins4","gins4","gins4"
"gipc2","Annotated_Symbol","gipc2","gipc2","GIPC2","Gipc2","gipc2","gipc2"
"gipc3","Annotated_Symbol","gipc3","gipc3","GIPC3","Gipc3","gipc3","gipc3"
"git2a","Annotated_Symbol","git2a","git2a","GIT2A","Git2a","git2a","git2a"
"gja12.1","Annotated_Symbol","gja12.1","gja12.1","GJA12.1","Gja12.1","gja12.1","gja12.1"
"gja13.2","Annotated_Symbol","gja13.2","gja13.2","GJA13.2","Gja13.2","gja13.2","gja13.2"
"gja3","Annotated_Symbol","gja3","gja3","GJA3","Gja3","gja3","gja3"
"gja4","Annotated_Symbol","gja4","gja4","GJA4","Gja4","gja4","gja4"
"gja5b","Annotated_Symbol","gja5b","gja5b","GJA5B","Gja5b","gja5b","gja5b"
"gja8b","Annotated_Symbol","gja8b","gja8b","GJA8B","Gja8b","gja8b","gja8b"
"gja9a","Annotated_Symbol","gja9a","gja9a","GJA9A","Gja9a","gja9a","gja9a"
"gjb3","Annotated_Symbol","gjb3","gjb3","GJB3","Gjb3","gjb3","gjb3"
"gjb8","Annotated_Symbol","gjb8","gjb8","GJB8","Gjb8","gjb8","gjb8"
"gjb9a","Annotated_Symbol","gjb9a","gjb9a","GJB9A","Gjb9a","gjb9a","gjb9a"
"gjc2","Annotated_Symbol","gjc2","gjc2","GJC2","Gjc2","gjc2","gjc2"
"gjz1","Annotated_Symbol","gjz1","gjz1","GJZ1","Gjz1","gjz1","gjz1"
"gk5","Annotated_Symbol","gk5","gk5","GK5","Gk5","gk5","gk5"
"gkap1","Annotated_Symbol","gkap1","gkap1","GKAP1","Gkap1","gkap1","gkap1"
"gkup","Annotated_Symbol","gkup","gkup","GKUP","Gkup","gkup","gkup"
"gla","Annotated_Symbol","gla","gla","GLA","Gla","gla","gla"
"glb1","Annotated_Symbol","glb1","glb1","GLB1","Glb1","glb1","glb1"
"glb1l","Annotated_Symbol","glb1l","glb1l","GLB1L","Glb1l","glb1l","glb1l"
"glb1l2","Annotated_Symbol","glb1l2","glb1l2","GLB1L2","Glb1l2","glb1l2","glb1l2"
"glci1","Annotated_Symbol","glci1","glci1","GLCI1","Glci1","glci1","glci1"
"gle1","Annotated_Symbol","gle1","gle1","GLE1","Gle1","gle1","gle1"
"glha1","Annotated_Symbol","glha1","glha1","GLHA1","Glha1","glha1","glha1"
"glha2","Annotated_Symbol","glha2","glha2","GLHA2","Glha2","glha2","glha2"
"gli1","Annotated_Symbol","gli1","gli1","GLI1","Gli1","gli1","gli1"
"gli2a","Annotated_Symbol","gli2a","gli2a","GLI2A","Gli2a","gli2a","gli2a"
"glipr1a","Annotated_Symbol","glipr1a","glipr1a","GLIPR1A","Glipr1a","glipr1a","glipr1a"
"glipr2","Annotated_Symbol","glipr2","glipr2","GLIPR2","Glipr2","glipr2","glipr2"
"glis2b","Annotated_Symbol","glis2b","glis2b","GLIS2B","Glis2b","glis2b","glis2b"
"glmna","Annotated_Symbol","glmna","glmna","GLMNA","Glmna","glmna","glmna"
"glmp","Annotated_Symbol","glmp","glmp","GLMP","Glmp","glmp","glmp"
"glna","Annotated_Symbol","glna","glna","GLNA","Glna","glna","glna"
"glo2","Annotated_Symbol","glo2","glo2","GLO2","Glo2","glo2","glo2"
"glod5","Annotated_Symbol","glod5","glod5","GLOD5","Glod5","glod5","glod5"
"glpc","Annotated_Symbol","glpc","glpc","GLPC","Glpc","glpc","glpc"
"glpk3","Annotated_Symbol","glpk3","glpk3","GLPK3","Glpk3","glpk3","glpk3"
"glra2","Annotated_Symbol","glra2","glra2","GLRA2","Glra2","glra2","glra2"
"glra4a","Annotated_Symbol","glra4a","glra4a","GLRA4A","Glra4a","glra4a","glra4a"
"glra4b","Annotated_Symbol","glra4b","glra4b","GLRA4B","Glra4b","glra4b","glra4b"
"glrbb","Annotated_Symbol","glrbb","glrbb","GLRBB","Glrbb","glrbb","glrbb"
"glrx","Annotated_Symbol","glrx","glrx","GLRX","Glrx","glrx","glrx"
"glrx1","Annotated_Symbol","glrx1","glrx1","GLRX1","Glrx1","glrx1","glrx1"
"glrx2","Annotated_Symbol","glrx2","glrx2","GLRX2","Glrx2","glrx2","glrx2"
"glrx5","Annotated_Symbol","glrx5","glrx5","GLRX5","Glrx5","glrx5","glrx5"
"glsl","Annotated_Symbol","glsl","glsl","GLSL","Glsl","glsl","glsl"
"glt1d1","Annotated_Symbol","glt1d1","glt1d1","GLT1D1","Glt1d1","glt1d1","glt1d1"
"glt8d1","Annotated_Symbol","glt8d1","glt8d1","GLT8D1","Glt8d1","glt8d1","glt8d1"
"gltpa","Annotated_Symbol","gltpa","gltpa","GLTPA","Gltpa","gltpa","gltpa"
"gltpd2b","Annotated_Symbol","gltpd2b","gltpd2b","GLTPD2B","Gltpd2b","gltpd2b","gltpd2b"
"glu2b","Annotated_Symbol","glu2b","glu2b","GLU2B","Glu2b","glu2b","glu2b"
"glud1","Annotated_Symbol","glud1","glud1","GLUD1","Glud1","glud1","glud1"
"glyctk","Annotated_Symbol","glyctk","glyctk","GLYCTK","Glyctk","glyctk","glyctk"
"glyg","Annotated_Symbol","glyg","glyg","GLYG","Glyg","glyg","glyg"
"gmds","Annotated_Symbol","gmds","gmds","GMDS","Gmds","gmds","gmds"
